ID,Q1: 您的生理性別 Gender,Q2: 你的出生西元年 your birth year,Q3: 您的星座 constellation    ,Q4: 您是哪個學院的 which college you come from,Q7: 您的性格傾向（依照您自己的觀察判斷）Personality   and  personal characters ,personality,Q8: 您的課外活動/社團活動參與 involvement in after-class extracurricular activities,Q9: 您的學業表現 (過去以來的狀況) your academic performance level in general,Q10: 您的居住狀態 where do you live?,你主要使用的手機廠牌 Brand of your major cellurla phone,這隻手機使用多久How long you have this phone?,手機上網流量 internet connection type,A: 關於手機的一些資訊 some information about cellalur phone usage [S1. FB的朋友數 number of friends you have at FB],A: 關於手機的一些資訊 some information about cellalur phone usage [S2. LINE的好友數 number of friends you have at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S3. LINE的群組數 number of groups you are in at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S4. IG的粉絲數 number of followers at IG],A: 關於手機的一些資訊 some information about cellalur phone usage [S5. IG的追蹤中人數 number of following at IG],B: 手機使用行為 Cellular phone usage [B1. 每天用手機玩手機遊戲的時間大約幾分鐘 time (minutes) of playing game on the phone per day ],B: 手機使用行為 Cellular phone usage [B2. 每天用手機看影片追劇的時間大約幾分鐘 time (minutes) of watching vedio/film/drama on the phone per day ],B: 手機使用行為 Cellular phone usage [B3: 每天用手機瀏覽新聞的時間大約幾分鐘 time (minutes) of reading news on the phone per day ],B: 手機使用行為 Cellular phone usage [B4. 一週用手機叫餐買食物飲料的次數 number of ordering food/drinks per week in average],B: 手機使用行為 Cellular phone usage [B5. 一週用手機叫車搭車的次數 number of calling taxi per week in average],B: 手機使用行為 Cellular phone usage [B6: 手機剩下%多少電力時會感到焦慮(請填0-100的數值) how many % of power left may feel nervous],"C: 手機使用習慣 tendency of using phone [C1. 我曾因長時間玩手機遊戲而眼睛酸澀、肌肉痠痛，或有其他身體不適 I have often experienced dry/sore eyes, muscle aches, or other physical discomforts from playing mobile games for a long duration.a]","C: 手機使用習慣 tendency of using phone [C2. 我常常原本沒有打算玩手機遊戲，卻會忍不住拿起手機來玩一下（滑一下） I often do not plan on playing mobile games, but cannot resist picking up my phone to play (swipe).]",C: 手機使用習慣 tendency of using phone [C3. 在過去3個月裡，我感覺需要更常玩手機遊戲，或玩更久的時間才覺得我玩夠了 I find that I am spending more time playing mobile games],"C: 手機使用習慣 tendency of using phone [C4. 如果不能玩手機遊戲，我會覺得靜不下心，感到很煩躁 If I cannot play a mobile game, I feel restless and irritable.]",總時間
435,女,2002,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,FALSE,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,630,415,88,457,387,5,0,20,0,0,10,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,301.54
436,女,2002,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,292,171,107,313,667,25,110,10,0,0,40,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,515.38
437,女,2002,7. 獅子座(7/23-8/22) Leo,教育學院College of Education,3. 外向活潑 Outward and active,FALSE,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,1000,500,90-100,540,980,0,30,30,0,0,4,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,148.83
438,女,2003,7. 獅子座(7/23-8/22) Leo,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,518,144,83,515,614,0,10,5,0,0,60,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,316.73
439,男,2003,7. 獅子座(7/23-8/22) Leo,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,FALSE,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,1026,497,168,771,733,0,90,5,0,0,30,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,361.57
440,女,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,494,183,63,242,175,60,180,20,0,0,40,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,3036.41
441,男,2003,7. 獅子座(7/23-8/22) Leo,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,FALSE,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,79,153,61,988,600,30,0,60,1,1,10,2不符合 disagree,3符合 agree,3符合 agree,2不符合 disagree,188.96
442,女,2003,7. 獅子座(7/23-8/22) Leo,理學院College of Science,4. 內外雙極 In-outward polarized,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,小米MI,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,203,94,18,190,368,80,180,20,0,0,10,4非常符合 extremely agree,3符合 agree,3符合 agree,2不符合 disagree,346.52
443,男,2003,7. 獅子座(7/23-8/22) Leo,理學院College of Science,3. 外向活潑 Outward and active,FALSE,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,392,300,68,218,215,60,10,30,0,0,10,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,197.73
444,女,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,華碩ASUS,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,406,83,95,117,339,60,150,30,0,0,30,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,324.24
445,女,2003,7. 獅子座(7/23-8/22) Leo,管理學院College of Management,1. 內向安靜 Introvert and gentle,445,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,465,213,25,450,1000,0,0,10,0,0,18,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,194.61
446,男,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,華為HUAWEI,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,364,364,71,156,385,70,80,30,0,0,20,2不符合 disagree,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,242.12
447,女,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,424,80,20,279,276,360,40,10,1,0,20,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,221.83
448,女,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,448,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,600,300,90,400,300,360,60,10,0,0,50,4非常符合 extremely agree,3符合 agree,3符合 agree,1極不符合 extremely disagree,377.23
449,女,2003,7. 獅子座(7/23-8/22) Leo,教育學院College of Education,2. 中性平衡 Balance and equal,FALSE,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,其它,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,654,179,86,395,618,20,60,15,3,0,10,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,269.42
450,女,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,FALSE,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,poco,2. 半年以上未滿一年  > .5 year less than 1 year,3. 預付卡或臨時卡 Prepaid SIM card,165,255,91,189,254,90,20,5,0,0,10,3符合 agree,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,236.98
451,女,2003,7. 獅子座(7/23-8/22) Leo,文學院College of Liberal Arts,1. 內向安靜 Introvert and gentle,451,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,351,283,111,362,364,0,180,0,0,0,20,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,265.55
452,女,2003,7. 獅子座(7/23-8/22) Leo,管理學院College of Management,3. 外向活潑 Outward and active,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,1852,500,118,1184,978,0,120,30,1,1,30,3符合 agree,3符合 agree,3符合 agree,3符合 agree,195.67
453,女,2003,7. 獅子座(7/23-8/22) Leo,管理學院College of Management,1. 內向安靜 Introvert and gentle,453,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,92,367,77,179,438,10,20,5,0,0,20,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,244.62
454,男,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,454,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,307,210,44,245,175,330,138,0,0,0,20,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,420.99
455,女,2003,7. 獅子座(7/23-8/22) Leo,管理學院College of Management,4. 內外雙極 In-outward polarized,FALSE,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,729,348,68,273,303,300,200,10,0,0,10,4非常符合 extremely agree,3符合 agree,2不符合 disagree,2不符合 disagree,151.18
456,女,2003,7. 獅子座(7/23-8/22) Leo,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,Oppo,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,358,62,9,98,79,600,120,20,0,0,10,2不符合 disagree,2不符合 disagree,2不符合 disagree,3符合 agree,256.94
457,男,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,457,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,182,43,18,91,173,0,30,10,0,0,0,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,255.93
458,女,2003,7. 獅子座(7/23-8/22) Leo,管理學院College of Management,1. 內向安靜 Introvert and gentle,458,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,92,367,77,179,438,10,20,5,0,0,20,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,244.62
459,女,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,FALSE,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,304,397,108,521,710,8,1,30,1,1,50,2不符合 disagree,3符合 agree,2不符合 disagree,3符合 agree,202.48
460,女,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,317,190,70,252,314,100,120,30,0,0,75,3符合 agree,3符合 agree,4非常符合 extremely agree,3符合 agree,327.18
461,女,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,461,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,314,79,42,142,259,180,120,10,0,0,40,2不符合 disagree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,434.12
462,男,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,462,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,646,241,5,138,257,200,120,0,0,5,20,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,306.99
463,男,2003,7. 獅子座(7/23-8/22) Leo,教育學院College of Education,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,200多,200多,92,200多,500多,40,60,30,2,2,30,1極不符合 extremely disagree,3符合 agree,1極不符合 extremely disagree,2不符合 disagree,145.85
464,男,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,645,80,26,446,391,0,200,20,2,1,15,2不符合 disagree,4非常符合 extremely agree,3符合 agree,3符合 agree,308.69
465,男,2003,7. 獅子座(7/23-8/22) Leo,藝術學院College of Arts,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,126,93,75,111,140,10,60,10,0,0,5,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,330.08
466,男,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,FALSE,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,455,280,17,441,512,120,60,0,0,0,30,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,144.21
467,女,2003,7. 獅子座(7/23-8/22) Leo,國際與僑教學院College of International Studies and Social Sciences,1. 內向安靜 Introvert and gentle,467,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,162,553,34,570,343,0,0,15,0,0,20,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,409.05
468,女,2003,7. 獅子座(7/23-8/22) Leo,教育學院College of Education,2. 中性平衡 Balance and equal,FALSE,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,252,92,33,153,672,60,120,30,0,0,50,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,138.21
469,女,2003,7. 獅子座(7/23-8/22) Leo,理學院College of Science,4. 內外雙極 In-outward polarized,FALSE,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,82,102,58,162,160,0,180,0,0,0,50,2不符合 disagree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,152.89
470,男,2003,7. 獅子座(7/23-8/22) Leo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,FALSE,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,791,396,104,666,437,20,60,20,0,0,10,2不符合 disagree,4非常符合 extremely agree,1極不符合 extremely disagree,2不符合 disagree,2834.29
471,男,2003,7. 獅子座(7/23-8/22) Leo,管理學院College of Management,3. 外向活潑 Outward and active,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,0,153,37,427,641,60,20,5,1,0,35,3符合 agree,2不符合 disagree,3符合 agree,2不符合 disagree,216.01
